clip_id,frame_number,timestamp,height,width,top,left,label_category_attr:occlusion,object-id,object-name
cq0q9asu1ohm1zi8,120,4.0,54.0,25.0,487.0,1740.0,,a3302a6a-3c57-4197-bcc0-c26994feeb3d,vehicle:7
cq0q9asu1ohm1zi8,150,5.0,54.0,25.0,490.0,1741.0,,a3302a6a-3c57-4197-bcc0-c26994feeb3d,vehicle:7
cq0q9asu1ohm1zi8,180,6.0,56.0,25.0,489.0,1741.0,,a3302a6a-3c57-4197-bcc0-c26994feeb3d,vehicle:7
cq0q9asu1ohm1zi8,210,7.0,66.0,22.0,490.0,1740.0,,a3302a6a-3c57-4197-bcc0-c26994feeb3d,vehicle:7
cq0q9asu1ohm1zi8,270,9.0,54.0,24.0,490.0,1740.0,not-occluded,f6e43818-14fa-4ff2-97e5-9a4e4baacaa8,vehicle:15
cgd9i7n3xmemuy2n,150,5.0,37.0,16.0,550.0,862.0,not-occluded,c6505910-2ba7-11ec-8543-9309ccdd51ed,pedestrian:14
cgd9i7n3xmemuy2n,150,5.0,36.0,14.0,550.0,877.0,not-occluded,c8e61f20-2ba7-11ec-8543-9309ccdd51ed,pedestrian:15
cgd9i7n3xmemuy2n,180,6.0,41.0,18.0,549.0,859.0,not-occluded,cc459dd0-2ba7-11ec-8543-9309ccdd51ed,pedestrian:16
cgd9i7n3xmemuy2n,180,6.0,40.0,14.0,549.0,877.0,not-occluded,cf253e20-2ba7-11ec-8543-9309ccdd51ed,pedestrian:17
cgd9i7n3xmemuy2n,210,7.0,40.0,18.0,547.0,859.0,not-occluded,d31738d0-2ba7-11ec-8543-9309ccdd51ed,pedestrian:18
cgd9i7n3xmemuy2n,210,7.0,38.0,16.0,549.0,876.0,not-occluded,d555de30-2ba7-11ec-8543-9309ccdd51ed,pedestrian:19
cgd9i7n3xmemuy2n,240,8.0,40.0,17.0,549.0,878.0,partial,6d9513bd-b978-4109-917b-6ca5075360f7,vehicle:5
cgd9i7n3xmemuy2n,240,8.0,42.0,20.0,549.0,857.0,not-occluded,a4d447df-d7d6-4549-9453-3e430b7bbbfa,vehicle:4
cgd9i7n3xmemuy2n,270,9.0,43.0,17.0,546.0,877.0,partial,8c790eb7-b2e9-4b57-ad50-8e49802f2aac,vehicle:13
cgd9i7n3xmemuy2n,270,9.0,43.0,20.0,549.0,857.0,not-occluded,e0582a90-2ba7-11ec-8543-9309ccdd51ed,pedestrian:20
cek0wtvjntz0qp4x,0,0.0,47.0,14.0,508.0,1119.0,not-occluded,6252eeb0-982b-11eb-b149-87c83569455b,pedestrian:1
cek0wtvjntz0qp4x,30,1.001,46.0,14.0,509.0,1123.0,not-occluded,6252eeb0-982b-11eb-b149-87c83569455b,pedestrian:1
cek0wtvjntz0qp4x,60,2.002,48.0,15.0,512.0,1133.0,not-occluded,6252eeb0-982b-11eb-b149-87c83569455b,pedestrian:1
cek0wtvjntz0qp4x,90,3.003,48.0,15.0,512.0,1148.0,not-occluded,6252eeb0-982b-11eb-b149-87c83569455b,pedestrian:1
cek0wtvjntz0qp4x,120,4.004,55.0,14.0,512.0,1167.0,not-occluded,6252eeb0-982b-11eb-b149-87c83569455b,pedestrian:1
cek0wtvjntz0qp4x,150,5.005,55.0,14.0,526.0,1190.0,not-occluded,6252eeb0-982b-11eb-b149-87c83569455b,pedestrian:1
cek0wtvjntz0qp4x,180,6.006,102.0,25.0,507.0,1258.0,not-occluded,6252eeb0-982b-11eb-b149-87c83569455b,pedestrian:1
cek0wtvjntz0qp4x,210,7.007000000000001,246.0,103.0,455.0,1604.0,not-occluded,6252eeb0-982b-11eb-b149-87c83569455b,pedestrian:1
c0e9mi65p96fogm4,270,9.009,157.0,59.0,491.0,225.0,not-occluded,275a2590-a617-11eb-808e-0394e52648c8,pedestrian:1
c0e9mi65p96fogm4,270,9.009,170.0,83.0,481.0,263.0,not-occluded,2a645850-a617-11eb-808e-0394e52648c8,pedestrian:2
c7tp4780vjtgtafd,0,0.0,31.0,12.0,504.0,933.0,partial,daa22c80-8ba8-11eb-80b9-add5a51369a0,pedestrian:1
c7tp4780vjtgtafd,30,1.001,37.0,12.0,503.0,919.0,partial,daa22c80-8ba8-11eb-80b9-add5a51369a0,pedestrian:1
c7tp4780vjtgtafd,60,2.002,38.0,12.0,502.0,880.0,partial,daa22c80-8ba8-11eb-80b9-add5a51369a0,pedestrian:1
c7tp4780vjtgtafd,90,3.003,49.0,12.0,499.0,820.0,partial,daa22c80-8ba8-11eb-80b9-add5a51369a0,pedestrian:1
c7tp4780vjtgtafd,120,4.004,56.0,16.0,496.0,710.0,partial,daa22c80-8ba8-11eb-80b9-add5a51369a0,pedestrian:1
c7tp4780vjtgtafd,150,5.005,62.0,22.0,496.0,541.0,partial,daa22c80-8ba8-11eb-80b9-add5a51369a0,pedestrian:1
c7tp4780vjtgtafd,180,6.006,78.0,29.0,487.0,345.0,partial,daa22c80-8ba8-11eb-80b9-add5a51369a0,pedestrian:1
c7tp4780vjtgtafd,210,7.007000000000001,96.0,41.0,473.0,78.0,partial,daa22c80-8ba8-11eb-80b9-add5a51369a0,pedestrian:1
cdxdtrhlc4d7l8c3,0,0.0,84.0,35.0,491.0,395.0,not-occluded,ed109fa1-a23a-49bf-8beb-2b2d9fbf6652,vehicle:1
cdxdtrhlc4d7l8c3,0,0.0,80.0,42.0,494.0,358.0,not-occluded,de73c31e-49b9-43ba-ab31-2346a74dfd1b,vehicle:2
cdxdtrhlc4d7l8c3,0,0.0,86.0,35.0,466.0,1453.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,30,1.0,76.0,31.0,486.0,430.0,not-occluded,ed109fa1-a23a-49bf-8beb-2b2d9fbf6652,vehicle:1
cdxdtrhlc4d7l8c3,30,1.0,75.0,41.0,491.0,388.0,not-occluded,de73c31e-49b9-43ba-ab31-2346a74dfd1b,vehicle:2
cdxdtrhlc4d7l8c3,30,1.0,71.0,38.0,473.0,1448.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,30,1.0,68.0,32.0,479.0,1484.0,partial,29fba650-2bac-11ec-9be4-37df87afebec,pedestrian:27
cdxdtrhlc4d7l8c3,60,2.0,71.0,27.0,486.0,455.0,not-occluded,ed109fa1-a23a-49bf-8beb-2b2d9fbf6652,vehicle:1
cdxdtrhlc4d7l8c3,60,2.0,69.0,37.0,490.0,415.0,not-occluded,de73c31e-49b9-43ba-ab31-2346a74dfd1b,vehicle:2
cdxdtrhlc4d7l8c3,60,2.0,75.0,33.0,470.0,1449.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,60,2.0,70.0,30.0,478.0,1481.0,partial,f10e53c5-4e95-4708-a6f6-1eb4ddff91a5,vehicle:4
cdxdtrhlc4d7l8c3,90,3.0,67.0,33.0,486.0,467.0,not-occluded,de73c31e-49b9-43ba-ab31-2346a74dfd1b,vehicle:2
cdxdtrhlc4d7l8c3,90,3.0,65.0,35.0,492.0,428.0,not-occluded,ed109fa1-a23a-49bf-8beb-2b2d9fbf6652,vehicle:1
cdxdtrhlc4d7l8c3,90,3.0,77.0,37.0,475.0,1480.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,90,3.0,84.0,41.0,469.0,1437.0,partial,f10e53c5-4e95-4708-a6f6-1eb4ddff91a5,vehicle:4
cdxdtrhlc4d7l8c3,120,4.0,68.0,31.0,489.0,440.0,not-occluded,ed109fa1-a23a-49bf-8beb-2b2d9fbf6652,vehicle:1
cdxdtrhlc4d7l8c3,120,4.0,61.0,30.0,487.0,477.0,not-occluded,de73c31e-49b9-43ba-ab31-2346a74dfd1b,vehicle:2
cdxdtrhlc4d7l8c3,120,4.0,76.0,29.0,476.0,1479.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,120,4.0,80.0,36.0,471.0,1422.0,partial,f10e53c5-4e95-4708-a6f6-1eb4ddff91a5,vehicle:4
cdxdtrhlc4d7l8c3,150,5.0,59.0,30.0,488.0,463.0,not-occluded,de73c31e-49b9-43ba-ab31-2346a74dfd1b,vehicle:2
cdxdtrhlc4d7l8c3,150,5.0,90.0,45.0,468.0,1431.0,partial,f10e53c5-4e95-4708-a6f6-1eb4ddff91a5,vehicle:4
cdxdtrhlc4d7l8c3,150,5.0,75.0,29.0,476.0,1480.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,150,5.0,60.0,28.0,490.0,437.0,not-occluded,ed109fa1-a23a-49bf-8beb-2b2d9fbf6652,vehicle:1
cdxdtrhlc4d7l8c3,180,6.0,62.0,25.0,487.0,456.0,not-occluded,de73c31e-49b9-43ba-ab31-2346a74dfd1b,vehicle:2
cdxdtrhlc4d7l8c3,180,6.0,103.0,43.0,466.0,1437.0,partial,f10e53c5-4e95-4708-a6f6-1eb4ddff91a5,vehicle:4
cdxdtrhlc4d7l8c3,180,6.0,74.0,29.0,477.0,1482.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,180,6.0,65.0,32.0,485.0,420.0,not-occluded,a3334be0-2bac-11ec-9be4-37df87afebec,pedestrian:28
cdxdtrhlc4d7l8c3,210,7.0,58.0,30.0,485.0,439.0,not-occluded,c79ef153-bd4d-442a-9f8c-45892b7f4d28,vehicle:23
cdxdtrhlc4d7l8c3,210,7.0,60.0,29.0,488.0,408.0,not-occluded,de73c31e-49b9-43ba-ab31-2346a74dfd1b,vehicle:2
cdxdtrhlc4d7l8c3,210,7.0,91.0,43.0,468.0,1437.0,partial,f10e53c5-4e95-4708-a6f6-1eb4ddff91a5,vehicle:4
cdxdtrhlc4d7l8c3,210,7.0,76.0,37.0,478.0,1480.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,240,8.0,55.0,25.0,486.0,420.0,not-occluded,cd6dfbd5-9c6b-4f1c-bc34-b130897d90e3,vehicle:26
cdxdtrhlc4d7l8c3,240,8.0,76.0,37.0,476.0,1480.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,240,8.0,99.0,32.0,462.0,1446.0,partial,f10e53c5-4e95-4708-a6f6-1eb4ddff91a5,vehicle:4
cdxdtrhlc4d7l8c3,240,8.0,60.0,33.0,487.0,392.0,not-occluded,c075d600-2bac-11ec-9be4-37df87afebec,pedestrian:29
cdxdtrhlc4d7l8c3,270,9.0,80.0,32.0,476.0,1479.0,partial,09b0be60-a6cb-4a1c-be48-2fee60ccd774,vehicle:3
cdxdtrhlc4d7l8c3,270,9.0,93.0,30.0,467.0,1447.0,partial,f10e53c5-4e95-4708-a6f6-1eb4ddff91a5,vehicle:4
cdxdtrhlc4d7l8c3,270,9.0,60.0,26.0,483.0,403.0,not-occluded,cd6dfbd5-9c6b-4f1c-bc34-b130897d90e3,vehicle:26
cdxdtrhlc4d7l8c3,270,9.0,59.0,29.0,487.0,380.0,not-occluded,db6c7450-2bac-11ec-9be4-37df87afebec,pedestrian:30
caipaygypmarqkvh,0,0.0,73.0,31.0,504.0,1390.0,not-occluded,70046ab0-a60f-11eb-9013-67090f46dfe2,pedestrian:1
caipaygypmarqkvh,30,1.001,106.0,38.0,500.0,1366.0,not-occluded,70046ab0-a60f-11eb-9013-67090f46dfe2,pedestrian:1
caipaygypmarqkvh,60,2.002,65.0,25.0,508.0,1209.0,partial,70046ab0-a60f-11eb-9013-67090f46dfe2,pedestrian:1
caipaygypmarqkvh,90,3.003,78.0,38.0,498.0,1313.0,partial,70046ab0-a60f-11eb-9013-67090f46dfe2,pedestrian:1
caipaygypmarqkvh,180,6.006,52.0,20.0,511.0,714.0,not-occluded,8c5b5c50-a60f-11eb-9013-67090f46dfe2,pedestrian:2
caipaygypmarqkvh,210,7.007000000000001,77.0,30.0,509.0,548.0,not-occluded,8c5b5c50-a60f-11eb-9013-67090f46dfe2,pedestrian:2
cmykknzj9zcpua3o,0,0.0,84.0,31.0,488.0,1090.0,not-occluded,2760f270-a60e-11eb-bdda-996e3bb873b5,pedestrian:1
cmykknzj9zcpua3o,30,1.001,84.0,31.0,492.0,1133.0,not-occluded,2760f270-a60e-11eb-bdda-996e3bb873b5,pedestrian:1
cmykknzj9zcpua3o,60,2.002,100.0,41.0,493.0,1198.0,not-occluded,2760f270-a60e-11eb-bdda-996e3bb873b5,pedestrian:1
cmykknzj9zcpua3o,90,3.003,126.0,55.0,483.0,1337.0,not-occluded,2760f270-a60e-11eb-bdda-996e3bb873b5,pedestrian:1
cmykknzj9zcpua3o,120,4.004,271.0,96.0,439.0,1822.0,major,2760f270-a60e-11eb-bdda-996e3bb873b5,pedestrian:1
cmb89sewh34uv7bx,60,2.002,26.0,19.0,523.0,1110.0,not-occluded,df61a5a0-9064-11eb-b80d-43643c9a40bc,pedestrian:1
cmb89sewh34uv7bx,90,3.003,32.0,23.0,532.0,1168.0,not-occluded,df61a5a0-9064-11eb-b80d-43643c9a40bc,pedestrian:1
cmb89sewh34uv7bx,120,4.004,62.0,31.0,538.0,1307.0,not-occluded,df61a5a0-9064-11eb-b80d-43643c9a40bc,pedestrian:1
cmb89sewh34uv7bx,270,9.009,44.0,20.0,510.0,593.0,not-occluded,f1580920-9064-11eb-b80d-43643c9a40bc,pedestrian:2
cwh76n02u61mjx6x,0,0.0,50.0,29.0,489.0,382.0,partial,1ff6c8b0-2d79-4c9f-b2c4-f656a3c94248,vehicle:1
cwh76n02u61mjx6x,0,0.0,81.0,44.0,462.0,1437.0,partial,6a047db0-46dc-49db-abb3-c79c9484da8b,vehicle:2
cwh76n02u61mjx6x,30,1.0,81.0,44.0,469.0,1439.0,partial,6a047db0-46dc-49db-abb3-c79c9484da8b,vehicle:2
cwh76n02u61mjx6x,30,1.0,51.0,26.0,489.0,374.0,not-occluded,a3e6cd2f-1933-4348-8de8-30f7f844e7a5,vehicle:9
cwh76n02u61mjx6x,60,2.0,101.0,37.0,465.0,1440.0,partial,6a047db0-46dc-49db-abb3-c79c9484da8b,vehicle:2
cwh76n02u61mjx6x,60,2.0,52.0,26.0,489.0,371.0,not-occluded,1ff6c8b0-2d79-4c9f-b2c4-f656a3c94248,vehicle:1
cwh76n02u61mjx6x,60,2.0,54.0,24.0,488.0,349.0,not-occluded,dc5a1210-14d6-11ec-bdd5-f1cdfa4b19bb,pedestrian:33
cwh76n02u61mjx6x,90,3.0,82.0,44.0,466.0,1440.0,partial,6a047db0-46dc-49db-abb3-c79c9484da8b,vehicle:2
cwh76n02u61mjx6x,90,3.0,46.0,27.0,487.0,367.0,not-occluded,1ff6c8b0-2d79-4c9f-b2c4-f656a3c94248,vehicle:1
cwh76n02u61mjx6x,90,3.0,50.0,24.0,490.0,346.0,not-occluded,f3ae5c50-14d6-11ec-bdd5-f1cdfa4b19bb,pedestrian:34
cwh76n02u61mjx6x,120,4.0,82.0,44.0,467.0,1439.0,partial,6a047db0-46dc-49db-abb3-c79c9484da8b,vehicle:2
cwh76n02u61mjx6x,120,4.0,50.0,25.0,487.0,361.0,not-occluded,1ff6c8b0-2d79-4c9f-b2c4-f656a3c94248,vehicle:1
cwh76n02u61mjx6x,120,4.0,46.0,22.0,489.0,343.0,not-occluded,2406400a-1d6c-43a0-ba6b-94791f7c9b97,vehicle:23
cwh76n02u61mjx6x,150,5.0,48.0,21.0,487.0,341.0,major,1ff6c8b0-2d79-4c9f-b2c4-f656a3c94248,vehicle:1
cwh76n02u61mjx6x,150,5.0,79.0,34.0,467.0,1445.0,partial,6a047db0-46dc-49db-abb3-c79c9484da8b,vehicle:2
cwh76n02u61mjx6x,150,5.0,46.0,23.0,490.0,332.0,partial,11e24b50-14d7-11ec-bdd5-f1cdfa4b19bb,pedestrian:35
cwh76n02u61mjx6x,180,6.0,89.0,36.0,468.0,1445.0,partial,ed2be615-28a4-402f-98ef-85036dc2bec1,vehicle:8
cwh76n02u61mjx6x,210,7.0,87.0,45.0,468.0,1439.0,partial,ed2be615-28a4-402f-98ef-85036dc2bec1,vehicle:8
cwh76n02u61mjx6x,240,8.0,84.0,43.0,471.0,1436.0,partial,ed2be615-28a4-402f-98ef-85036dc2bec1,vehicle:8
cwh76n02u61mjx6x,270,9.0,72.0,30.0,471.0,1416.0,partial,ed2be615-28a4-402f-98ef-85036dc2bec1,vehicle:8
c08r4fkoyzccyp7r,60,2.0,52.0,20.0,505.0,714.0,not-occluded,972a2c23-4323-4151-9447-cb08192c9909,vehicle:2
c08r4fkoyzccyp7r,60,2.0,51.0,18.0,498.0,565.0,not-occluded,442b6747-bd37-4c1e-bdea-09c47def1d18,vehicle:1
c08r4fkoyzccyp7r,90,3.0,172.0,84.0,482.0,169.0,not-occluded,972a2c23-4323-4151-9447-cb08192c9909,vehicle:2
cxya3xq3fxfioznv,180,6.0,45.0,22.0,503.0,710.0,not-occluded,985da320-289e-11ec-9b55-35abde308534,pedestrian:4
cxya3xq3fxfioznv,210,7.0,64.0,32.0,501.0,555.0,not-occluded,a0997c98-5e73-4c00-9c41-cc9f85e9f557,vehicle:3
cbjk44ejfrec4wil,0,0.0,109.0,38.0,488.0,1404.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,30,1.001,109.0,38.0,488.0,1404.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,60,2.002,109.0,38.0,488.0,1404.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,90,3.003,109.0,38.0,488.0,1404.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,120,4.004,107.0,37.0,489.0,1404.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,150,5.005,105.0,37.0,490.0,1404.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,180,6.006,105.0,37.0,488.0,1398.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,210,7.007000000000001,109.0,38.0,496.0,1355.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,240,8.008,105.0,37.0,496.0,1301.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cbjk44ejfrec4wil,270,9.009,101.0,35.0,495.0,1240.0,not-occluded,c9349360-a396-11eb-aa79-e7a72f40951e,pedestrian:1
cio3cgupuuics1e8,0,0.0,243.0,159.0,480.0,1595.0,not-occluded,0f62ff5e-65ee-46e4-b9e9-93549cb248c1,vehicle:1
cb3k4wdqhmwo66hm,30,1.0,59.0,26.0,462.0,1408.0,partial,4e44cb9d-1a1b-400d-8b68-378af8a625c6,vehicle:1
cb3k4wdqhmwo66hm,60,2.0,91.0,63.0,441.0,1799.0,partial,f8b5a458-df6a-4c42-9543-55e79eed2c32,vehicle:6
c673utpbvqm5se9z,0,0.0,96.0,44.0,511.0,274.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,30,1.001,96.0,44.0,509.0,318.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,60,2.002,96.0,44.0,509.0,360.0,partial,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,90,3.003,92.0,42.0,506.0,395.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,120,4.004,74.0,32.0,509.0,431.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,150,5.005,71.0,31.0,509.0,459.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,180,6.006,71.0,31.0,512.0,481.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,210,7.007000000000001,72.0,32.0,513.0,511.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,240,8.008,70.0,27.0,516.0,638.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c673utpbvqm5se9z,270,9.009,71.0,28.0,510.0,710.0,not-occluded,d5855a40-a24d-11eb-8099-cff46597e4f2,pedestrian:1
c7b6bfujn5hzms70,240,8.008,29.0,10.0,477.0,1009.0,not-occluded,2e59fde0-8dec-11eb-9af0-1be661af69fc,pedestrian:1
c7b6bfujn5hzms70,270,9.009,34.0,10.0,487.0,1024.0,not-occluded,2e59fde0-8dec-11eb-9af0-1be661af69fc,pedestrian:1
ce90k51hn7omagog,0,0.0,264.0,101.0,440.0,593.0,not-occluded,a37c1930-27d1-11ec-98e7-bdaf994b2292,pedestrian:3
ce90k51hn7omagog,30,1.0,262.0,147.0,453.0,536.0,not-occluded,105e7ebc-c208-432a-8876-a9e0d131d231,vehicle:1
ce90k51hn7omagog,60,2.0,317.0,157.0,456.0,376.0,not-occluded,61c9deb8-7549-41e7-a974-c526de461dcc,vehicle:2
cobtbwlgb1yi23do,60,2.0,182.0,63.0,481.0,1345.0,major,a132bbe0-2a36-11ec-928f-d3df9000d6b4,pedestrian:1
cobtbwlgb1yi23do,90,3.0,193.0,63.0,471.0,1377.0,major,a41a2460-2a36-11ec-928f-d3df9000d6b4,pedestrian:2
cobtbwlgb1yi23do,90,3.0,169.0,70.0,476.0,1316.0,major,a6576a30-2a36-11ec-928f-d3df9000d6b4,pedestrian:3
cobtbwlgb1yi23do,120,4.0,138.0,51.0,480.0,1348.0,major,b33af9b0-2a36-11ec-928f-d3df9000d6b4,pedestrian:4
cobtbwlgb1yi23do,120,4.0,134.0,33.0,480.0,1324.0,major,b67193a0-2a36-11ec-928f-d3df9000d6b4,pedestrian:5
cobtbwlgb1yi23do,150,5.0,132.0,62.0,476.0,1308.0,major,ba04f390-2a36-11ec-928f-d3df9000d6b4,pedestrian:6
c968eg6cuwd98blk,90,3.0,83.0,42.0,515.0,276.0,partial,ca98c030-27cd-11ec-93a2-c1d771b6db80,pedestrian:18
c968eg6cuwd98blk,120,4.0,91.0,48.0,517.0,153.0,partial,51dd6b30-5e77-4cd5-8de5-bf59b23facd0,vehicle:4
c968eg6cuwd98blk,150,5.0,111.0,47.0,532.0,60.0,partial,51dd6b30-5e77-4cd5-8de5-bf59b23facd0,vehicle:4
c968eg6cuwd98blk,180,6.0,135.0,49.0,529.0,39.0,major,51dd6b30-5e77-4cd5-8de5-bf59b23facd0,vehicle:4
c968eg6cuwd98blk,210,7.0,121.0,55.0,532.0,53.0,partial,bbce3406-7818-4872-8c51-b39b6a6a2884,vehicle:11
c968eg6cuwd98blk,240,8.0,101.0,39.0,531.0,126.0,partial,bbce3406-7818-4872-8c51-b39b6a6a2884,vehicle:11
c968eg6cuwd98blk,270,9.0,55.0,21.0,447.0,1481.0,partial,3b21a9e0-da1d-439e-9a78-939f7272b8ac,vehicle:17
c968eg6cuwd98blk,270,9.0,88.0,48.0,525.0,192.0,partial,fdf789c0-27cd-11ec-93a2-c1d771b6db80,pedestrian:19
c12ec6v5ib3fj9sc,0,0.0,87.0,33.0,504.0,733.0,not-occluded,06963b50-8d49-11eb-916a-2d6ea07a03ef,pedestrian:1
c12ec6v5ib3fj9sc,0,0.0,174.0,59.0,472.0,1014.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,30,1.001,98.0,43.0,504.0,670.0,not-occluded,06963b50-8d49-11eb-916a-2d6ea07a03ef,pedestrian:1
c12ec6v5ib3fj9sc,30,1.001,174.0,59.0,472.0,1014.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,60,2.002,144.0,73.0,502.0,543.0,not-occluded,06963b50-8d49-11eb-916a-2d6ea07a03ef,pedestrian:1
c12ec6v5ib3fj9sc,60,2.002,174.0,59.0,472.0,1014.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,90,3.003,244.0,134.0,483.0,252.0,not-occluded,06963b50-8d49-11eb-916a-2d6ea07a03ef,pedestrian:1
c12ec6v5ib3fj9sc,90,3.003,174.0,59.0,472.0,1014.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,120,4.004,174.0,59.0,473.0,1015.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,150,5.005,174.0,59.0,473.0,1015.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,180,6.006,174.0,59.0,473.0,1015.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,210,7.007000000000001,174.0,59.0,473.0,1015.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,240,8.008,174.0,59.0,473.0,1015.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
c12ec6v5ib3fj9sc,270,9.009,174.0,59.0,473.0,1015.0,not-occluded,08382b80-8d49-11eb-916a-2d6ea07a03ef,pedestrian:2
cpten6s7t3lvxg1h,0,0.0,136.0,41.0,478.0,1377.0,major,b9152420-2bdd-11ec-81f8-5b5ffad79e20,pedestrian:18
cpten6s7t3lvxg1h,90,3.0,49.0,25.0,454.0,1250.0,,cbe064d4-a2f6-4bc0-9f71-815d944bb21f,vehicle:5
cpten6s7t3lvxg1h,270,9.0,37.0,13.0,516.0,689.0,,74a25393-0555-4b34-bcd6-db5e40cc13ab,vehicle:17
cbtt42zvlzjfw06q,60,2.002,67.0,22.0,501.0,536.0,not-occluded,733327b0-9f04-11eb-9395-9d72a6505e15,pedestrian:1
cbtt42zvlzjfw06q,90,3.003,141.0,53.0,494.0,37.0,not-occluded,733327b0-9f04-11eb-9395-9d72a6505e15,pedestrian:1
cbtt42zvlzjfw06q,150,5.005,50.0,16.0,518.0,724.0,not-occluded,c5784050-9f04-11eb-9395-9d72a6505e15,pedestrian:4
cbtt42zvlzjfw06q,180,6.006,101.0,44.0,519.0,497.0,not-occluded,c5784050-9f04-11eb-9395-9d72a6505e15,pedestrian:4
cbtt42zvlzjfw06q,210,7.007000000000001,152.0,82.0,497.0,262.0,,a7cce240-9f04-11eb-9395-9d72a6505e15,pedestrian:3
cdptcegkj7eudgk2,0,0.0,91.0,33.0,487.0,1291.0,,bc2f71b0-f903-4c7e-a096-fcfe87f5bda2,vehicle:1
cdm3r7csyy4lhd6y,150,5.005,55.0,26.0,500.0,784.0,not-occluded,c5b8efa0-8de9-11eb-b78e-5f769ab76771,pedestrian:1
cdm3r7csyy4lhd6y,180,6.006,54.0,25.0,503.0,748.0,not-occluded,c5b8efa0-8de9-11eb-b78e-5f769ab76771,pedestrian:1
cdm3r7csyy4lhd6y,210,7.007000000000001,53.0,25.0,506.0,717.0,not-occluded,c5b8efa0-8de9-11eb-b78e-5f769ab76771,pedestrian:1
cdm3r7csyy4lhd6y,240,8.008,52.0,25.0,514.0,678.0,not-occluded,c5b8efa0-8de9-11eb-b78e-5f769ab76771,pedestrian:1
